踉踉跄跄:liang4 liang4 qiang4 qiang4
身单力薄:shen1 dan1 li4 bo2
竭尽心力:jie2 jin4 xin1 li4
九行八业:jiu3 hang2 ba1 ye4
泊松分布:bo2 song1 fen1 bu4
称体裁衣:chen4 ti3 cai2 yi1
解衣磅礴:jie3 yi1 pang2 bo2
设计要求:she4 ji4 yao1 qiu2
解衣卸甲:jie3 yi1 xie4 jia3
竭智尽力:jie2 zhi4 jin4 li4
尽瘁至死:jin4 cui4 zhi4 si3
山雨欲来:shan1 yu3 yu4 lai2
齿牙为祸:chi3 ya2 wei2 huo4
齿牙为猾:chi3 ya2 wei2 hua2
只轮不反:zhi1 lun2 bu4 fan3
混水摸鱼:hun2 shui3 mo1 yu2
朝云暮雨:zhao1 yun2 mu4 yu3
逐物不还:zhu2 wu4 bu4 huan2
独生子女:du2 sheng1 zi3 nv3
深信不疑:shen1 xin4 bu4 yi2
租赁合同:zu1 lin4 he2 tong
甚而至于:shen4 er2 zhi4 yu2
杀鸡为黍:sha1 ji1 wei2 shu3
经史子集:jing1 shi3 zi3 ji2
煞费心机:sha4 fei4 xin1 ji1
见义必为:jian4 yi4 bi4 wei2
混为一谈:hun4 wei2 yi1 tan2
子曰诗云:zi3 yue4 shi1 yun2
扫眉才子:sao3 mei2 cai2 zi3
九垓八埏:jiu3 gai1 ba1 yan2
自我调节:zi4 wo3 tiao2 jie2
金鳷擘海:jin1 zhi1 bo4 hai3
子孙万代:zi3 sun1 wan4 dai4
子孙后代:zi3 sun1 hou4 dai4
指腹为婚:zhi3 fu4 wei2 hun1
尽职尽责:jin4 zhi2 jin4 ze2
尽态极妍:jin4 tai4 ji2 yan2
安身为乐:an1 shen1 wei2 le4
见素抱朴:xian4 su4 bao4 pu3
阿房宫赋:e1 pang2 gong1 fu4
屙金溺银:e1 jin1 niao4 yin2
遐迩著闻:xia2 er3 zhu4 wen2
阿党比周:e1 dang3 bi3 zhou1
朵颐大嚼:duo3 yi1 da4 jiao2
误作非为:wu4 zuo4 fei1 wei2
系统设计:xi4 tong3 she4 ji4
倒峡泻河:dao3 xia2 xie4 he2
阿谀逢迎:e1 yu2 feng2 ying2
捣虚批吭:dao3 xu1 pi1 hang2
攀藤附葛:pan1 teng2 fu4 ge3
晰毛辨发:xi1 mao2 bian4 fa4
多文为富:duo1 wen2 wei2 fu4
垂头搨翼:chui2 tou2 da2 yi4
画荻教子:hua4 di2 jiao4 zi3
倡而不和:chang4 er2 bu4 he4
攫为己有:jue2 wei2 ji3 you3
细高挑儿:xi4 gao1 tiao3 er2
披发文身:pi1 fa4 wen2 shen1
当回事儿:dang4 hui2 shi4 r
捧心西子:peng3 xin1 xi1 zi3
捱三顶五:ai1 san1 ding3 wu3
捱三顶四:ai1 san1 ding3 si4
爱人好士:ai4 ren2 hao4 shi4
旁指曲谕:pang2 zhi3 qu3 yu4
无下箸处:wu2 xia4 zhu4 chu3
跑马卖解:pao3 ma3 mai4 xie4
挨冻受饿:ai2 dong4 shou4 e4
顿开茅塞:dun4 kai1 mao2 se4
睹著知微:du3 zhu4 zhi1 wei1
睹微知著:du3 wei1 zhi1 zhu4
开锣喝道:kai1 luo2 he4 dao4
倒载干戈:dao4 zai4 gan1 ge1
阿平绝倒:a1 ping2 jue2 dao3
无为之治:wu2 wei2 zhi1 zhi4
同心一意:tong2 xin1 yi1 yi4
批风抹月:pi1 feng1 mo4 yue4
鼠疫杆菌:shu3 yi4 gan3 jun1
污水处理:wu1 shui3 chu3 li3
货而不售:huo er bu shou
绝子绝孙:jue2 zi3 jue2 sun1
捐躯赴难:juan1 qu1 fu4 nan4
日新月著:ri4 xin1 yue4 zhu4
积谗糜骨:ji1 chan2 mei2 gu3
琴瑟不调:qin2 se4 bu4 tiao2
竹篱茅舍:zhu2 li2 mao2 she4
绝对误差:jue2 dui4 wu4 cha1
豁然开悟:huo4 ran2 kai1 wu4
几不欲生:ji1 bu4 yu4 sheng1
基本要求:ji1 ben3 yao1 qiu2
基本电荷:ji1 ben3 dian4 he4
什伍东西:shi2 wu3 dong1 xi1
十魔九难:shi2 mo2 jiu3 nan4
铢积寸累:zhu1 ji1 cun4 lei3
用得其所:yong4 de qi2 suo3
什袭而藏:shi2 xi1 er2 cang2
珠还合浦:zhu1 huan2 he2 pu3
什袭以藏:shi2 xi2 yi3 cang2
男子篮球:nan2 zi3 lan2 qiu2
豁然确斯:huo4 ran2 que4 si1
日省月课:ri4 xing3 yue4 ke4
积德累善:ji1 de2 lei3 shan4
玩儿花招:wan2 r hua1 zhao1
昼度夜思:zhou4 duo2 ye4 si1
事与心违:shi4 yu4 xin1 wei2
均匀分布:jun1 yun2 fen1 bu4
发奋有为:fa1 fen4 you3 wei2
日进斗金:ri4 jin4 dou3 jin1
画地为牢:hua4 di4 wei2 lao2
白马王子:bai2 ma3 wang2 zi3
魂不着体:hun2 bu4 zhuo2 ti3
君子好逑:jun1 zi3 hao3 qiu2
君子三戒:jun1 zi3 san1 jie4
益觉困难:yi4 jue2 kun4 nan
玩儿得转:wan2 r de2 zhuan4
诗云子曰:shi1 yun2 zi3 yue4
尽心尽力:jin4 xin1 jin4 li4
晦盲否塞:hui4 mang2 pi3 se4
百度知道:bai3 du4 zhi1 dao
尽心竭力:jin4 xin1 jie2 li4
豁然顿悟:huo4 ran2 dun4 wu4
急功好利:ji2 gong1 hao4 li4
朱盘玉敦:zhu1 pan2 yu4 dui4
活跃分子:huo2 yue4 fen4 zi3
设心处虑:she4 xin1 chu3 lv4
爱生恶死:ai4 sheng1 wu4 si3
桂子兰孙:gui4 zi3 lan2 sun1
鱼书雁帖:yu2 shu1 yan4 tie3
与世沉浮:yu2 shi4 chen2 fu2
思所逐之:si shuo zhu zi
不当人子:bu4 dang1 ren2 zi3
过甚其辞:guo4 shen4 qi2 ci2
诱掖后进:you4 ye4 hou4 jin4
燎发摧枯:liao3 fa4 cui1 ku1
过都历块:guo4 du1 li4 kuai4
舌下含服:she2 xia4 han2 fu4
不足为怪:bu4 zu2 wei2 guai4
不差累黍:bu4 cha1 lei3 shu3
舞台音乐:wu3 tai2 yin1 yue4
有人家儿:you3 ren2 jia1 er2
撩云拨雨:liao2 yun2 bo1 yu3
波属云委:bo1 zhu3 yun2 wei3
桂折一枝:gui4 she2 yi1 zhi1
苦尽甘来:ku3 jin4 gan1 lai2
拨云撩雨:bo1 yun2 liao2 yu3
财殚力尽:cai2 dan1 li4 jin4
麇至沓来:qun2 zhi4 ta4 lai2
茅塞顿开:mao2 se4 dun4 kai1
哺糟啜醨:bu3 zao1 chuo4 li2
蠡测管窥:li3 ce4 guan3 kui1
贼臣逆子:zei2 chen2 ni4 zi3
不足为凭:bu4 zu2 wei2 ping2
凿龟数策:zao2 gui1 shu3 ce4
总理衙门:zong3 li3 ya2 men
臧否人物:zang1 pi3 ren2 wu4
河清难俟:he2 qing1 nan2 si4
载驰载驱:zai3 chi2 zai3 qu1
云朝雨暮:yun2 zhao1 yu3 mu4
河落海干:he2 luo4 hai3 gan1
罐头起子:guan4 tou qi3 zi
合浦珠还:he2 pu3 zhu1 huan2
置之不问:zhi4 zhi1 bu4 wen4
置之度外:zhi4 zhi1 du4 wai4
合浦还珠:he2 pu3 huan2 zhu1
罗锅儿桥:luo2 guo1 r qiao2
云泥之差:yun2 ni2 zhi1 cha1
河南坠子:he2 nan2 zhui4 zi3
圭角不露:gui1 jiao3 bu4 lu4
拨雨撩云:bo1 yu3 liao2 yun2
绿林好汉:lu4 lin2 hao3 han4
积累毒性:ji1 lei3 du2 xing4
水尽鹅飞:shui3 jin4 e2 fei1
气势磅礴:qi4 shi4 pang2 bo2
立地成佛:li4 di4 cheng2 fo2
财务会计:cai2 wu4 kuai4 ji4
朝发暮至:zhao1 fa1 mu4 zhi4
积极反应:ji1 ji2 fan3 ying4
粪金龟子:fen4 jin1 gui1 zi3
朝不保暮:zhao1 bu4 bao3 mu4
材优干济:cai2 you1 gan4 ji3
优游自若:you1 you2 zi4 ruo4
热闹非凡:re4 nao fei1 fan2
重足一迹:chong2 zu2 yi1 ji4
朝闻夕死:zhao1 wen2 xi1 si3
鹄形菜色:hu2 xing2 cai4 se4
朝三暮二:zhao1 san1 mu4 er4
劳务合同:lao2 wu4 he2 tong
笃信好学:du3 xin4 hao4 xue2
乐尽悲来:le4 jin4 bei1 lai2
去甚去泰:qu4 shen4 qu4 tai4
优游卒岁:you1 you2 zu2 sui4
拨嘴撩牙:bo1 zui3 liao2 ya2
于今为烈:yu2 jin1 wei2 lie4
力有未逮:li4 you3 wei4 dai4
曲尽其妙:qu1 jin4 qi2 miao4
俟河之清:si4 he2 zhi1 qing1
离子反应:li2 zi3 fan3 ying4
舆论哗然:yu2 lun4 hua2 ran2
自找麻烦:zi4 zhao3 ma2 fan
自由散漫:zi4 you2 san3 man4
好丹非素:hao4 dan1 fei1 su4
去太去甚:qu4 tai qu4 shen4
不见舆薪:bu2 jian4 yu2 xin1
兴都库什:xing1 du1 ku4 shi2
连鬓胡子:lian2 bin4 hu2 zi3
与时消息:yu3 shi2 xiao1 xi
与此同时:yu2 ci3 tong2 shi2
兴利除弊:xing1 li4 chu2 bi4
于家为国:yu2 jia1 wei2 guo2
兴安运河:xing1 an1 yun4 he2
鬻鸡为凤:yu4 ji1 wei2 feng4
没齿无怨:mo4 chi3 wu2 yuan4
翘足而待:qiao2 zu2 er2 dai4
金尽裘敝:jin1 jin4 qiu2 bi4
狼子野心:lang2 zi3 ye3 xin1
积岁累月:ji1 sui4 lei3 yue4
技术要求:ji4 shu4 yao1 qiu2
肌肉萎缩:ji1 rou4 wei3 suo1
物尽其用:wu4 jin4 qi2 yong4
肉薄骨并:rou4 bo2 gu3 bing4
日月入怀:ri4 yue4 ru4 huai2
主要部分:zhu3 yao4 bu4 fen
奇偶校验:ji1 ou3 jiao4 yan4
爆冷门儿:bao4 leng3 men2 r
燕太子丹:yan1 tai4 zi3 dan1
漠然置之:mo4 ran2 zhi4 zhi1
无的放矢:wu2 di4 fang4 shi3
橘化为枳:ju2 hua4 wei2 zhi3
擢发莫数:zhuo2 fa4 mo4 shu3
三邻四舍:san1 lin2 si4 she4
剪发杜门:jian3 fa4 du4 men2
三大差别:san1 da4 cha1 bie2
居不重席:ju1 bu4 chong2 xi2
鞠为茂草:ju1 wei2 mao4 cao3
聚米为山:ju4 mi3 wei2 shan1
家无担石:jia1 wu2 dan4 shi2
独立钻石:du2 li4 zuan4 shi2
浮云朝露:fu2 yun2 zhao1 lu4
罪恶昭著:zui4 e4 zhao1 zhu4
蛇心佛口:she2 xin1 fo2 kou3
钻心刺骨:zuan4 xin1 ci4 gu3
折腰五斗:she2 yao1 wu3 dou4
淋漓尽致:lin2 li2 jin4 zhi4
淡泊名利:dan4 bo2 ming2 li4
淡泊寡味:dan4 bo2 gua3 wei4
肩摩毂接:jian1 mo2 gu1 jie1
如登春台:ru2 de2 chun1 tai2
汉藏语系:han4 zang4 yu3 xi4
无能为力:wu2 neng2 wei2 li4
骥子龙文:ji4 zi3 long2 wen2
积铢累寸:ji1 zhu1 lei3 cun4
煞费苦心:sha4 fei4 ku3 xin1
入理切情:ru4 li3 qie1 qing2
拽耙扶犁:zhuai1 pa2 fu2 li2
拽布披麻:zhuai4 bu4 pi1 ma2
灰不溜秋:hui1 bu liu1 qiu1
炭疽杆菌:tan4 ju1 gan3 jun1
赫赫之功:he4 he4 zhi4 gong1
鱼游燋釜:yu2 you2 zhuo2 fu3
不肖子孙:bu4 xiao4 zi3 sun1
群居穴处:qun2 ju1 xue2 chu3
好问决疑:hao4 wen4 jue2 yi2
理论知识:li3 lun4 zhi1 shi
解甲倒戈:jie3 jia3 dao3 ge1
好事之徒:hao4 shi4 zhi1 tu2
玉卮无当:yu4 zhi1 wu2 dang4
处理方法:chu3 li3 fang1 fa3
听而不闻:ting1 er2 bu2 wen2
老鼠尾巴:lao3 shu3 wei3 ba
肉毒杆菌:rou4 du2 gan3 jun1
胡作非为:hu2 zuo4 fei1 wei2
脉轮理论:mai4 lun2 li3 lun4
处理系统:chu3 li3 xi4 tong3
不露圭角:bu4 lu4 gui1 jiao3
好骑者堕:hao4 qi2 zhe3 duo4
聚酯树脂:ju4 zhi3 shu4 zhi1
脊索动物:ji3 suo3 dong4 wu4
考波什堡:kao3 bo1 shi2 bao3
呵壁问天:he1 bi4 wen4 tian1
无业闲散:wu2 ye4 xian2 san3
塞翁得马:sai4 weng1 de2 ma3
举措不当:ju3 cuo4 bu4 dang4
三差五错:san1 cha1 wu3 cuo4
三不拗六:san1 bu4 niu4 liu4
为所欲为:wei2 suo3 yu4 wei2
为时不晚:wei2 shi2 bu4 wan3
为时已晚:wei2 shi2 yi3 wan3
假模假式:jia3 mu2 jia3 shi4
架肩击毂:jia4 jian1 ji1 gu1
鞠躬君子:ju1 gong1 jun1 zi3
老少无欺:lao3 shao4 wu2 qi1
无所作为:wu2 suo3 zuo4 wei2
聚合反应:ju4 he2 fan3 ying4
假日经济:jia4 ri4 jing1 ji4
朝夷暮跖:zhao1 yi2 mu4 zhi2
口似悬河:kou3 si4 xuan2 he2
鹤发童颜:he4 fa4 tong2 yan2
离鸾别鹄:li2 luan2 bie2 hu2
河伯为患:he2 bo2 wei2 huan4
挨山塞海:ai1 shan1 se4 hai3
阿世盗名:e1 shi4 dao4 ming2
率马以骥:shuai4 ma3 yi3 ji4
临深履薄:lin2 shen1 lv3 bo2
冰解的破:bing1 jie3 di4 po4
狗颠屁股:gou3 dian1 pi4 gu
姑射神人:gu1 ye4 shen2 ren2
因树为屋:yin1 shu4 wei2 wu1
伯乐相马:bo2 le4 xiang4 ma3
广譬曲谕:guang3 pi4 qu3 yu4
萎靡不振:wei3 mi3 bu4 zhen4
薄技在身:bo2 ji4 zai4 shen1
观者如堵:guan1 zhe3 ru2 du3
绿林豪杰:lu4 lin2 hao2 jie2
肆意妄为:si4 yi4 wang4 wei2
波骇云属:bo1 hai4 yun2 zhu3
裘弊金尽:qiu2 bi4 jin1 jin4
应答如流:ying4 da2 ru2 liu2
鼓乐齐鸣:gu3 yue4 qi2 ming2
引以为戒:yin3 yi3 wei2 jie4
蒙古大夫:meng3 gu3 dai4 fu
引以为豪:yin3 yi3 wei2 hao2
狗屁倒灶:gou3 pi4 dao3 zao4
一之已甚:yi1 zhi1 yi3 shen4
流行歌曲:liu2 xing2 ge1 qu3
虚心好学:xu1 xin1 hao4 xue2
故态复还:gu4 tai4 fu4 huan2
苏打饼干:su1 da2 bing3 gan1
故事片儿:gu4 shi4 pian1 er
七十二行:qi1 shi2 er4 hang2
孤鸾寡鹄:gu1 luan2 gua3 hu2
因祸为福:yin1 huo4 wei2 fu2
孤鸿寡鹄:gu1 hong2 gua3 hu2
处理能力:chu3 li3 neng2 li4
古调不弹:gu3 diao4 bu4 tan2
以珠弹雀:yi3 zhu1 tan2 que4
夙兴夜处:su4 xing1 ye4 chu3
孤臣孽子:gu1 chen2 nie4 zi3
露红烟绿:lu4 hong2 yan1 lv4
随风而靡:sui2 feng1 er2 mi3
啜食吐哺:chuo4 shi2 tu3 bu3
融为一体:rong2 wei2 yi1 ti3
衣租食税:yi4 zu1 shi2 shui4
蛮横无理:man2 heng4 wu2 li3
引以为耻:yin3 yi3 wei2 chi3
吹弹得破:chui1 tan2 de2 po4
背曲腰弯:bei4 qu3 yao1 wan1
一日三省:yi1 ri4 san1 xing3
一目数行:yi1 mu4 shu4 hang2
岗头泽底:gang1 tou2 ze2 di3
衣马轻肥:yi4 ma3 qing1 fei2
弥缝其阙:mi2 feng2 qi2 que4
蜜里调油:mi4 li3 tiao2 you2
以利累形:yi3 li4 lei3 xing2
调三窝四:tiao2 san1 wo1 si4
遗老遗少:yi2 lao3 yi2 shao4
绰有余裕:chuo4 you3 yu2 yu4
没头没尾:mei2 tou2 mo4 wei3
亲力亲为:qin1 li4 qin1 wei2
视为畏途:shi4 wei2 wei4 tu2
躬自菲薄:gong1 zi4 fei3 bo2
此唱彼和:ci3 chang4 bi3 he4
蹙蹙靡骋:cu4 cu4 mi3 cheng3
亿兆一心:yi4 zhao4 yi1 xin1
掠美市恩:lue3 mei3 shi4 en1
沓来麕至:ta4 lai2 you3 zhi4
门殚户尽:men2 dan1 hu4 jin4
奔走呼号:ben1 zou3 hu1 hao2
薄利多销:bo2 li4 duo1 xiao1
一头儿沉:yi1 tou er chen2
吹弹歌舞:chui1 tan2 ge1 wu3
屏气慑息:bing3 qi4 she4 xi1
寡鹄孤鸾:gua3 hu2 gu1 luan2
挂席为门:gua4 xi2 wei2 men2
调和分析:tiao2 he2 fen1 xi1
情凄意切:qing2 qi1 yi4 qie1
绿林豪士:lu4 lin2 hao2 shi4
亲密无间:qin1 mi4 wu2 jian4
寸积铢累:cun4 ji1 zhu1 lei3
依头缕当:yi1 tou2 lv3 dang4
观衅伺隙:guan1 xin4 si4 xi4
贪惏无餍:tan1 lin2 wu2 yan4
避军三舍:bi4 jun1 san1 she4
以是为恨:yi3 shi4 wei2 hen4
各自为战:ge4 zi4 wei2 zhan4
碧波万顷:bi4 bo1 wan4 qing3
毛发倒竖:mao2 fa1 dao3 shu4
弹丝品竹:tan2 si1 pin3 zhu2
以苦为荣:yi3 ku3 wei2 rong2
谋为不轨:mou2 wei2 bu4 gui3
衣裳钩儿:yi1 shang gou1 r
起重葫芦:qi3 chong2 hu2 lu
大难临头:da4 nan4 lin2 tou2
费尽心思:fei4 jin4 xin1 si
大处着墨:da4 chu4 zhuo2 mo4
质子轰击:zhi4 zi3 hong1 ji1
大行大市:da4 hang2 da4 shi4
赤子之心:chi4 zi3 zhi1 xin1
赤字累累:chi4 zi4 lei3 lei3
绵力薄材:mian2 li4 bo2 cai2
起飞弹射:qi3 fei1 tan2 she4
以古为镜:yi3 gu3 wei2 jing4
一干人犯:yi1 gan1 ren2 fan4
大辂椎轮:da4 lu4 zhui1 lun2
费尽心机:fei4 jin4 xin1 ji1
一蹶不兴:yi1 jue3 bu4 xing1
叨在知己:tao1 zai4 zhi1 ji3
逃灾避难:tao2 zai1 bi4 nan4
哑子做梦:ya3 zi3 zuo4 meng4
哑子寻梦:ya3 zi3 xun2 meng4
以古为鉴:yi3 gu3 wei2 jian4
霓裳羽衣:ni2 chang2 yu3 yi1
芽孢杆菌:ya2 bao1 gan3 jun1
父严子孝:fu4 yan2 zi3 xiao4
福为祸始:fu2 wei2 huo4 shi3
浮收勒索:fu2 shou1 le4 suo3
浮收勒折:fu2 shou1 le4 she2
浮皮潦草:fu2 pi2 liao2 cao3
名流巨子:ming2 liu2 ju4 zi3
仰事俯畜:yang3 shi4 fu3 xu4
迄今为止:qi4 jin1 wei2 zhi3
伏而咶天:fu2 er2 shi4 tian1
近似等级:jin4 si4 deng3 ji2
豪气干云:hao2 qi4 gan1 yun2
身体部分:shen1 ti3 bu4 fen4
切理厌心:qie1 li3 yan4 xin1
衣锦夜行:yi4 jin3 ye4 xing2
诸子十家:zhu1 zi3 shi2 jia1
诸子百家:zhu1 zi3 bai3 jia1
一还一报:yi1 huan2 yi1 bao4
绵薄之力:mian2 bo2 zhi1 li4
撮科打哄:cuo1 ke1 da3 hong4
哑子托梦:ya3 zi3 tuo1 meng4
没食子酸:mei2 si4 zi3 suan1
岩栖穴处:yan2 qi1 xue2 chu3
凤靡鸾吪:feng4 mi3 luan2 e2
舍身饲虎:she4 shen1 si4 hu3
莫此为甚:mo4 ci3 wei2 shen4
抹粉施脂:mo4 fen3 shi1 zhi1
提高认识:ti2 gao1 ren4 shi
燕市悲歌:yan1 shi4 bei1 ge1
燕雀处屋:yan4 que4 chu3 wu1
没世不忘:mo4 shi4 bu4 wang4
道德认识:dao4 de2 ren4 shi
言气卑弱:yan qi bei ruo
佛头加秽:fo2 tou2 jia1 hui4
摸门不着:mo1 men2 bu4 zhao2
脉脉含情:mo4 mo4 han2 qing2
风禾尽起:feng1 he2 jin4 qi3
岩居穴处:yan2 ju1 xue2 chu3
燕金募秀:yan1 jin1 mu4 xiu4
燕驾越毂:yan1 jia4 yue4 gu1
风号雨泣:feng1 hao2 yu3 qi4
燕歌赵舞:yan1 ge1 zhao4 wu3
眼饧耳热:yan3 xing2 er3 re4
特殊要求:te4 shu1 yao1 qiu2
天覆地载:tian1 fu4 di4 zai3
匪伊朝夕:fei3 yi2 zhao1 xi1
分液漏斗:fen1 ye4 lou4 dou3
炫玉贾石:xuan4 yu4 gu3 shi2
分毫不差:fen1 hao2 bu4 cha1
玄酒瓠脯:xuan2 jiu3 hu4 fu3
恬不为意:tian2 bu4 wei2 yi4
摸头不着:mo1 tou2 bu4 zhao2
奋发有为:fen4 fa1 you3 wei2
虚应故事:xu1 ying4 gu4 shi4
莫为已甚:mo4 wei2 yi3 shen4
佛心蛇口:fo2 xin1 she2 kou3
飞檐走脊:fei1 yan2 zou3 ji3
莫知所为:mo4 zhi1 suo3 wei2
重足而立:chong2 zu2 er2 li4
墨汁未干:mo4 zhi1 wei4 gan1
重眼皮儿:chong2 yan3 pi2 r
退避三舍:tui4 bi4 san1 she4
弹丸黑子:dan4 wan2 hei1 zi3
奉公不阿:feng4 gong1 bu4 e1
落后分子:luo4 hou4 fen1 zi3
攒三集五:cuan2 san1 ji2 wu3
拔本塞源:ba2 ben3 se4 yuan2
为鬼为蜮:wei2 gui3 wei2 yu4
头半天儿:tou2 ban4 tian1 r
为裘为箕:wei2 qiu2 wei2 ji1
唯邻是卜:wei2 lin2 shi4 bu3
托物寓兴:tuo1 wu4 yu4 xing1
为虺弗摧:wei2 hui3 fu2 cui1
高高手儿:gao1 gao1 shou3 r
高能粒子:gao1 neng2 li4 zi3
瓦查尿溺:wa3 cha2 niao4 ni4
外合里应:wai4 he2 li3 ying4
鞠躬尽力:ju1 gong1 jin4 li4
帏薄不修:wei2 bao2 bu4 xiu1
预备知识:yu4 bei4 zhi1 shi
为期不远:wei2 qi1 bu4 yuan3
关门弟子:guan1 men2 di4 zi3
调剂余缺:tiao2 ji4 yu2 que1
钻木取火:zuan4 mu4 qu3 huo3
犯而不校:fan4 er2 bu4 jiao4
脑脊髓炎:nao3 ji3 sui3 yan2
高丽棒子:gao1 li2 bang4 zi
非都会郡:fei1 du1 hui4 jun4
叨陪末座:tao1 pei2 mo4 zuo4
鼎折餗覆:ding3 she2 su4 fu4
万夫不当:wan4 fu1 bu4 dang1
颠仆流离:dian1 pu2 liu2 li2
七行俱下:qi1 hang2 ju4 xia4
奇技淫巧:qi2 ji4 yin2 qiao3
饿莩载道:e4 piao3 zai4 dao4
饿莩遍野:e4 piao3 bian4 ye3
讫情尽意:qi4 qing2 jin4 yi4
起偃为竖:qi3 yan3 wei2 shu4
铺胸纳地:pu1 xiong1 na4 di4
非异人任:fei1 yi4 ren2 ren4
电子杂志:dian4 zi3 za2 zhi4
鼎折覆餗:ding3 she2 fu4 su4
涤故更新:di2 gu4 geng1 xin1
为蛇画足:wei2 she2 hua4 zu2
味如嚼蜡:wei4 ru2 jiao2 la4
铺锦列绣:pu1 jin3 lie4 xiu4
蒲柳之质:pu2 liu3 zhi1 zhi4
惟日为岁:wei2 ri4 wei2 sui4
挠直为曲:nao2 zhi2 wei2 qu1
八难三灾:ba1 nan4 san1 zai1
万夫莫当:wan4 fu1 mo4 dang1
白发丹心:bai2 fa4 dan1 xin1
千载一日:qian1 zai3 yi1 ri4
南贩北贾:nan2 fan4 bei3 gu3
反应速度:fan3 ying4 su4 du4
百辞莫辩:bai3 ci2 mo4 bian4
银行业务:yin2 hang2 ye4 wu4
铺天盖地:pu1 tian1 gai4 di4
道尽途殚:dao4 jin4 tu2 dan1
铺盖卷儿:pu1 gai4 juan3 er2
蹈厉之志:dao3 li4 zhi1 zhi4
暮雨朝云:mu4 yu3 zhao1 yun2
兴家立业:xing1 jia1 li4 ye4
行号卧泣:xing2 hao2 wo4 qi4
反劳为逸:fan3 lao2 wei2 yi4
铁板茄子:tie3 ban3 qie2 zi
铁杆粉丝:tie3 gan3 fen3 si1
番窠倒臼:fan1 ke1 dao3 jiu4
难割难舍:nan2 ge1 nan2 she4
都头异姓:du1 tou2 yi4 xing4
拿糖作醋:na2 tang2 zuo4 cu4
犯罪分子:fan4 zui4 fen1 zi3
逆臣贼子:ni4 chen2 zei2 zi3
儿女亲家:er2 nv3 qing4 jia1
孝子慈孙:xiao4 zi3 ci2 sun1
小眼薄皮:xiao3 yan3 bo2 pi2
难进易退:nan jin yi tui
前徒倒戈:qian2 tu2 dao3 ge1
八斗之才:ba1 dou3 zhi1 cai2
小姑独处:xiao3 gu1 du2 chu3
法定假日:fa3 ding4 jia4 ri4
二竖为虐:er4 shu4 wei2 nue4
调三斡四:tiao2 san1 wo4 si4
白发偕老:bai2 fa4 xie2 lao3
逆子贼臣:ni4 zi3 zei2 chen2
孽子孤臣:nie4 zi3 gu1 chen2
繁花似锦:fan2 hua1 si4 jin3
千载奇遇:qian1 zai3 qi2 yu4
暮虢朝虞:mu4 guo2 zhao1 yu2
千载一遇:qian1 zai3 yi1 yu4
沐猴衣冠:mu4 hou2 yi1 guan4
白发朱颜:bai2 fa4 zhu1 yan2
气吞牛斗:qi4 tun1 niu2 dou3
欺行霸市:qi1 hang2 ba4 shi4
视为知己:shi4 wei2 zhi1 ji3
东猎西渔:dong1 lie4 xi1 yu2
等离子态:deng3 li2 zi3 tai4
电子学系:dian4 zi3 xue2 xi4
丽池卡登:li2 chi2 ka3 deng1
